image_path,linear_x,angular_z
/home/brendan/catkin_ws/src/deepsteer/images/1687275334.2891698.png,0.0,0.0
/home/brendan/catkin_ws/src/deepsteer/images/1687275334.3892095.png,0.08888889104127884,0.000375191103799281
/home/brendan/catkin_ws/src/deepsteer/images/1687275334.4891872.png,0.07500000298023224,0.0003165674987444174
/home/brendan/catkin_ws/src/deepsteer/images/1687275334.5892801.png,0.0694444477558136,0.000293118056722472
/home/brendan/catkin_ws/src/deepsteer/images/1687275334.689143.png,0.10277777910232544,0.0004338147088541445
/home/brendan/catkin_ws/src/deepsteer/images/1687275334.789119.png,0.11388888955116272,0.00048071359289803537
/home/brendan/catkin_ws/src/deepsteer/images/1687275334.8891737.png,0.1111111119389534,0.00046898887188706265
/home/brendan/catkin_ws/src/deepsteer/images/1687275334.9891124.png,0.125,0.0005232515577709778
/home/brendan/catkin_ws/src/deepsteer/images/1687275335.0891576.png,0.11388888955116272,0.00047674031096362184
/home/brendan/catkin_ws/src/deepsteer/images/1687275335.189128.png,0.1111111119389534,0.00046511249926178285
/home/brendan/catkin_ws/src/deepsteer/images/1687275335.289165.png,0.0972222238779068,0.00040697344075258784
/home/brendan/catkin_ws/src/deepsteer/images/1687275335.389203.png,0.06388889253139496,0.00026743970033052
/home/brendan/catkin_ws/src/deepsteer/images/1687275335.48917.png,0.04444444552063942,0.00018604500282353543
/home/brendan/catkin_ws/src/deepsteer/images/1687275335.5891845.png,0.011111111380159855,4.651125070588386e-05
/home/brendan/catkin_ws/src/deepsteer/images/1687275335.6891387.png,0.07222222536802292,0.00030232313543603696
/home/brendan/catkin_ws/src/deepsteer/images/1687275335.7891598.png,0.11666666716337204,0.0004883681226654608
/home/brendan/catkin_ws/src/deepsteer/images/1687275335.889258.png,0.17222222685813904,0.0007269327655766167
/home/brendan/catkin_ws/src/deepsteer/images/1687275335.9890993.png,0.24722222983837128,0.001043500264321034
/home/brendan/catkin_ws/src/deepsteer/images/1687275336.0891316.png,0.31388890743255615,0.0013248936314806876
/home/brendan/catkin_ws/src/deepsteer/images/1687275336.1894639.png,0.39444446563720703,0.0016649105722470502
/home/brendan/catkin_ws/src/deepsteer/images/1687275336.2891865.png,0.46666666865348816,0.001969753255636032
/home/brendan/catkin_ws/src/deepsteer/images/1687275336.3891788.png,0.5916666984558105,0.0025592912637485143
/home/brendan/catkin_ws/src/deepsteer/images/1687275336.489254.png,0.6472222208976746,0.0029802430280851597
/home/brendan/catkin_ws/src/deepsteer/images/1687275336.589309.png,0.7361111044883728,0.004160040321634057
/home/brendan/catkin_ws/src/deepsteer/images/1687275336.6892905.png,0.8611111044883728,0.006338865219731184
/home/brendan/catkin_ws/src/deepsteer/images/1687275336.789236.png,0.944444477558136,0.008237900471859102
/home/brendan/catkin_ws/src/deepsteer/images/1687275336.8891206.png,1.0472222566604614,0.010048325898425782
/home/brendan/catkin_ws/src/deepsteer/images/1687275336.9891338.png,1.1777777671813965,0.013933213451409921
/home/brendan/catkin_ws/src/deepsteer/images/1687275337.089156.png,1.3027777671813965,0.01882581860962397
/home/brendan/catkin_ws/src/deepsteer/images/1687275337.1892262.png,1.4666666984558105,0.021758004342787053
/home/brendan/catkin_ws/src/deepsteer/images/1687275337.2893298.png,1.5444444417953491,0.022264048158217458
/home/brendan/catkin_ws/src/deepsteer/images/1687275337.3892615.png,1.5833333730697632,0.020777482222599866
/home/brendan/catkin_ws/src/deepsteer/images/1687275337.4892168.png,1.6611111164093018,0.018664824278243848
/home/brendan/catkin_ws/src/deepsteer/images/1687275337.589128.png,1.8222222328186035,0.017484619657635037
/home/brendan/catkin_ws/src/deepsteer/images/1687275337.689197.png,1.769444465637207,0.016484017651252108
/home/brendan/catkin_ws/src/deepsteer/images/1687275337.7891455.png,1.913888931274414,0.018364181617150716
/home/brendan/catkin_ws/src/deepsteer/images/1687275337.88918.png,2.047222375869751,0.021073096880299538
/home/brendan/catkin_ws/src/deepsteer/images/1687275337.9891896.png,2.058333396911621,0.024494050183043455
/home/brendan/catkin_ws/src/deepsteer/images/1687275338.0891192.png,2.1277778148651123,0.029780776605175547
